,Magnitude,Scale,Time,Latitude,Longitude
1207,3.3,ML,2016-10-27T08:38:37.250000Z,42.961,13.148
1208,3,ML,2016-10-27T08:35:08.750000Z,42.875,13.143
1209,3.1,ML,2016-10-27T08:24:08.320000Z,42.906,13.192
1210,3.5,ML,2016-10-27T07:50:29.980000Z,42.822,13.14
1211,3.4,ML,2016-10-27T07:12:07.940000Z,42.872,13.136
1212,3,ML,2016-10-27T06:34:15.740000Z,43.032,13.126
1213,3.2,ML,2016-10-27T05:48:10.450000Z,43.007,13.115
1214,3,ML,2016-10-27T05:43:33.770000Z,42.898,13.044
1215,3.1,ML,2016-10-27T05:40:37.820000Z,43.022,13.131
1216,3.3,ML,2016-10-27T05:05:28.350000Z,42.89,13.057
1217,3,ML,2016-10-27T03:46:22.620000Z,43.014,13.126
1218,3.1,ML,2016-10-27T03:12:40.800000Z,42.996,13.142
1219,3.5,ML,2016-10-27T02:44:45.580000Z,42.907,13.049
1220,3.5,ML,2016-10-27T01:37:05.140000Z,42.844,13.16
1221,3.1,ML,2016-10-27T01:13:39.750000Z,43.004,13.1
1222,3.1,ML,2016-10-27T00:59:34.390000Z,42.895,13.059
1223,3.1,ML,2016-10-27T00:58:31.340000Z,42.999,13.102
1224,3.5,ML,2016-10-27T00:21:29.930000Z,42.996,13.115
1225,3.1,ML,2016-10-27T00:13:19.920000Z,42.84,13.178
1226,3.5,ML,2016-10-26T23:52:30.190000Z,42.843,13.165
1227,3.1,ML,2016-10-26T23:20:49.650000Z,43.018,13.074
1228,3,ML,2016-10-26T23:17:00.200000Z,42.927,13.14
1229,3,ML,2016-10-26T22:16:34.230000Z,42.877,13.12
1230,3.2,ML,2016-10-26T22:11:27.700000Z,42.94,13.155
1231,3.3,ML,2016-10-26T21:52:51.900000Z,42.864,13.207
1232,3.7,ML,2016-10-26T21:24:51.710000Z,42.871,13.074
1233,3.1,ML,2016-10-26T21:00:47.070000Z,42.915,13.111
1234,3.1,ML,2016-10-26T20:42:21.040000Z,43.012,13.11
1235,3,ML,2016-10-26T20:38:07.850000Z,43.012,13.063
1236,3.3,ML,2016-10-26T20:25:53.130000Z,42.99,13.132
1237,3.3,ML,2016-10-26T20:12:41.120000Z,43.024,13.12
1238,3,ML,2016-10-26T20:06:36.670000Z,42.924,13.105
1239,3.4,ML,2016-10-26T20:04:07.890000Z,43.018,13.13
1240,3.1,ML,2016-10-26T20:03:29.170000Z,42.985,13.128
1241,3.1,ML,2016-10-26T19:54:18.530000Z,43.003,13.06
1242,3.5,ML,2016-10-26T19:49:26.630000Z,42.963,13.057
1243,3.8,ML,2016-10-26T19:43:43.820000Z,42.895,13.068
1244,3,ML,2016-10-26T19:37:17.530000Z,42.925,13.114
1245,3.2,ML,2016-10-26T19:34:26.670000Z,42.946,13.057
1246,3.3,ML,2016-10-26T19:29:27.090000Z,42.955,13.059
1247,3.4,ML,2016-10-26T19:27:54.320000Z,42.886,13.08
1248,3.5,ML,2016-10-26T19:26:03.620000Z,43.018,13.06
1249,3.1,ML,2016-10-26T19:25:43.610000Z,42.936,13.084
1250,3.8,ML,2016-10-26T19:25:18.850000Z,42.936,13.072
1251,3.3,ML,2016-10-26T19:25:04.810000Z,42.92,13.066
1252,3.6,ML,2016-10-26T19:24:21.810000Z,42.974,13.066
1253,3.6,ML,2016-10-26T19:22:56.460000Z,42.945,13.075
1254,3.3,ML,2016-10-26T19:20:56.400000Z,42.896,13.133
1255,3.6,ML,2016-10-26T19:19:24.570000Z,42.954,13.065
1256,4.5,ML,2016-10-26T19:18:05.910000Z,42.902,13.128
1257,3,ML,2016-10-26T19:05:47.030000Z,42.892,13.125
1258,3.2,ML,2016-10-26T19:00:29.910000Z,42.911,13.116
1259,3.4,ML,2016-10-26T18:39:19.540000Z,42.881,13.091
1260,3.1,ML,2016-10-26T18:34:34.070000Z,42.879,13.142
1261,3,ML,2016-10-26T17:16:12.600000Z,42.935,13.04
1262,3.1,ML,2016-10-26T17:14:29.560000Z,42.88,13.152
1263,3,ML,2016-10-26T17:12:49.880000Z,42.884,13.148
1264,3.4,ML,2016-10-26T17:11:23.440000Z,42.864,13.095
1265,4.5,ML,2016-10-26T17:10:36.150000Z,42.879,13.127
1266,3,ML,2016-10-24T18:41:18.460000Z,43.377,12.546
1267,3,ML,2016-10-23T08:18:35.910000Z,43.184,11.039
1268,3,ML,2016-10-19T00:52:12.520000Z,42.809,13.231
1269,3.2,ML,2016-10-16T14:28:24.640000Z,42.841,13.158
1270,3.2,ML,2016-10-15T13:37:53.240000Z,36.311,12.627
1271,3.3,ML,2016-10-14T04:09:20.310000Z,42.631,13.313
1272,3.1,ML,2016-10-13T04:56:49.860000Z,42.869,13.069
1273,3.1,ML,2016-10-11T21:24:10.300000Z,42.867,13.076
1274,3,ML,2016-10-11T07:32:50.820000Z,42.851,13.249
1275,3.6,ML,2016-10-09T04:42:42.400000Z,42.74,13.185
1276,3,ML,2016-10-09T02:47:28.960000Z,42.741,13.194
1277,3.1,ML,2016-10-08T12:40:59.040000Z,42.742,13.191
1278,3.1,ML,2016-10-08T08:15:01.890000Z,42.779,13.201
1279,3.2,ML,2016-10-07T07:46:06.500000Z,42.898,13.242
1280,3.1,ML,2016-10-06T17:54:14.510000Z,42.899,13.251
1281,3,ML,2016-10-06T16:09:44.060000Z,42.878,13.139
1282,3.2,ML,2016-10-06T05:34:18.360000Z,42.789,13.215
1283,3.2,ML,2016-10-05T12:29:31.040000Z,42.634,13.221
1284,3,ML,2016-09-28T10:04:10.000000Z,42.873,13.163
1285,3,ML,2016-09-25T08:42:41.130000Z,37.736,15.139
1286,3,ML,2016-09-25T06:46:29.300000Z,42.741,13.226
1287,3,ML,2016-09-25T00:32:59.530000Z,42.826,13.148
1288,3,ML,2016-09-24T05:21:05.820000Z,42.782,13.129
1289,3.2,ML,2016-09-23T07:24:56.090000Z,38.62,16.099
1290,3,ML,2016-09-22T07:54:20.640000Z,42.78,13.123
1291,3.4,ML,2016-09-21T07:07:24.020000Z,42.803,13.155
1292,3.2,ML,2016-09-20T03:30:19.740000Z,42.801,13.156
1293,3.1,ML,2016-09-20T03:30:02.640000Z,42.798,13.159
1294,3,ML,2016-09-19T16:49:55.620000Z,42.672,13.283
1295,3.3,ML,2016-09-18T16:48:09.330000Z,39.032,16.448
1296,3,ML,2016-09-18T03:51:49.720000Z,42.816,13.243
1297,3.2,ML,2016-09-18T01:55:35.970000Z,42.674,13.286
1298,3.3,ML,2016-09-17T07:35:22.000000Z,42.838,13.228
1299,3.1,ML,2016-09-16T21:57:02.280000Z,42.822,13.244
1300,3.1,ML,2016-09-15T17:27:54.160000Z,42.758,13.089
1301,3.7,ML,2016-09-15T14:44:24.260000Z,42.776,13.134
1302,3.7,ML,2016-09-15T14:43:51.730000Z,42.775,13.13
1303,3.1,ML,2016-09-15T13:51:30.070000Z,42.779,13.132
1304,3,ML,2016-09-14T03:07:44.550000Z,42.72,13.184
1305,3.3,ML,2016-09-13T11:04:21.200000Z,42.583,13.201
1306,3,ML,2016-09-12T02:10:59.680000Z,42.802,13.233
1307,3.3,ML,2016-09-11T18:39:02.710000Z,42.681,13.268
1308,3.3,ML,2016-09-10T17:00:02.920000Z,42.788,13.235
1309,3.2,ML,2016-09-10T14:23:36.680000Z,42.954,13.16
1310,3,ML,2016-09-10T02:29:39.750000Z,42.835,13.258
1311,3.2,ML,2016-09-08T06:25:53.770000Z,42.953,13.164
1312,3.5,ML,2016-09-07T05:08:47.660000Z,42.797,13.204
1313,3.3,ML,2016-09-07T00:04:10.640000Z,42.734,13.186
1314,3,ML,2016-09-06T20:52:39.750000Z,42.858,13.223
1315,3,ML,2016-09-06T00:18:11.190000Z,42.653,13.327
1316,3.5,ML,2016-09-05T21:36:11.360000Z,42.65,13.326
1317,3.1,ML,2016-09-05T19:59:37.830000Z,42.844,13.236
1318,3,ML,2016-09-05T18:42:51.850000Z,42.761,13.159
1319,3.4,ML,2016-09-05T04:22:20.320000Z,42.847,13.215
1320,3.1,ML,2016-09-03T21:20:16.490000Z,42.781,13.119
1321,3.2,ML,2016-09-03T16:32:22.830000Z,42.854,13.226
1322,3.1,ML,2016-09-03T15:26:26.750000Z,42.867,13.221
1323,3,ML,2016-09-03T10:31:11.140000Z,42.856,13.212
1324,3.6,ML,2016-09-03T09:18:37.400000Z,38.365,15.743
1325,3,ML,2016-09-03T09:16:35.290000Z,42.926,13.258
1326,3,ML,2016-09-03T05:41:39.370000Z,42.826,13.159
1327,3,ML,2016-09-03T03:19:14.070000Z,42.804,13.206
1328,3,ML,2016-09-02T15:23:27.980000Z,42.754,13.156
1329,3.1,ML,2016-09-01T11:02:43.770000Z,42.81,13.167
1330,3.1,ML,2016-09-01T09:40:29.420000Z,42.813,13.239
1331,3.2,ML,2016-09-01T06:49:34.420000Z,42.851,13.233
1332,3.2,ML,2016-09-01T01:55:52.390000Z,42.842,13.183
1333,3.5,ML,2016-08-31T22:14:09.730000Z,42.741,13.233
1334,3.5,ML,2016-08-31T21:42:52.170000Z,42.776,13.168
1335,3.5,ML,2016-08-31T20:08:02.980000Z,42.821,13.131
1336,3.2,ML,2016-08-31T09:46:16.120000Z,42.756,13.181
1337,3.1,ML,2016-08-31T01:41:49.060000Z,42.801,13.164
1338,3,ML,2016-08-30T22:11:15.770000Z,42.825,13.254
1339,3,ML,2016-08-30T17:52:00.980000Z,42.493,13.26
1340,3.2,ML,2016-08-29T17:52:22.480000Z,42.855,13.218
1341,3,ML,2016-08-29T16:43:52.520000Z,42.828,13.149
1342,3,ML,2016-08-29T13:29:28.330000Z,42.724,13.126
1343,3.6,ML,2016-08-29T06:20:10.790000Z,42.75,13.179
1344,3.1,ML,2016-08-28T21:37:20.250000Z,39.738,15.887
1345,3.1,ML,2016-08-28T20:22:30.780000Z,42.735,13.195
1346,3,ML,2016-08-28T12:17:50.920000Z,42.785,13.237
1347,3,ML,2016-08-28T10:25:32.810000Z,42.775,13.101
1348,3.2,ML,2016-08-28T09:18:18.050000Z,42.624,13.303
1349,3,ML,2016-08-28T07:59:53.920000Z,42.787,13.216
1350,3.1,ML,2016-08-28T05:16:34.150000Z,42.604,13.295
1351,3.4,ML,2016-08-27T21:31:42.460000Z,42.591,13.26
1352,3.2,ML,2016-08-27T09:41:38.510000Z,42.8,13.183
1353,3.2,ML,2016-08-27T06:08:30.080000Z,42.846,13.238
1354,3,ML,2016-08-27T03:00:54.860000Z,42.85,13.238
1355,3.2,ML,2016-08-26T23:13:37.230000Z,42.837,13.24
1356,3,ML,2016-08-26T15:16:23.760000Z,42.597,13.291
1357,3.7,ML,2016-08-26T14:32:50.580000Z,42.597,13.281
1358,3.3,ML,2016-08-26T05:08:54.810000Z,42.618,13.296
1359,3,ML,2016-08-26T04:21:09.860000Z,42.608,13.294
1360,3,ML,2016-08-26T04:08:03.100000Z,42.699,13.228
1361,3.7,ML,2016-08-25T23:49:55.560000Z,42.805,13.234
1362,3.2,ML,2016-08-25T12:38:38.470000Z,42.724,13.17
1363,3.2,ML,2016-08-25T12:37:11.410000Z,42.62,13.296
1364,3.2,ML,2016-08-25T12:21:58.580000Z,42.618,13.253
1365,3.2,ML,2016-08-25T08:59:37.390000Z,42.614,13.316
1366,3,ML,2016-08-25T04:13:26.970000Z,42.596,13.284
1367,3.4,ML,2016-08-24T23:24:55.970000Z,42.748,13.222
1368,3.1,ML,2016-08-24T21:45:45.050000Z,42.8,13.172
1369,3.1,ML,2016-08-24T18:42:30.210000Z,42.774,13.172
1370,3.1,ML,2016-08-24T18:36:06.990000Z,42.688,13.173
1371,3,ML,2016-08-24T17:47:56.350000Z,42.656,13.223
1372,3,ML,2016-08-24T17:29:53.030000Z,42.614,13.295
1373,3.1,ML,2016-08-24T16:34:47.400000Z,42.736,13.239
1374,3.1,ML,2016-08-24T15:56:45.480000Z,42.801,13.233
1375,3.1,ML,2016-08-24T15:39:27.830000Z,42.798,13.238
1376,3.3,ML,2016-08-24T14:45:10.510000Z,42.73,13.201
1377,3.1,ML,2016-08-24T14:03:30.270000Z,42.805,13.19
1378,3.1,ML,2016-08-24T13:33:13.440000Z,42.667,13.288
1379,3.2,ML,2016-08-24T13:09:23.490000Z,42.806,13.166
1380,3.2,ML,2016-08-24T13:07:24.690000Z,42.801,13.238
1381,3,ML,2016-08-24T12:47:27.580000Z,42.617,13.281
1382,3.4,ML,2016-08-24T12:18:27.060000Z,42.834,13.153
1383,3,ML,2016-08-24T12:13:27.180000Z,42.828,13.161
1384,3.6,ML,2016-08-24T12:06:09.350000Z,42.835,13.151
1385,3,ML,2016-08-24T12:01:48.640000Z,42.824,13.162
1386,3.5,ML,2016-08-24T11:59:59.840000Z,42.833,13.143
1387,3.1,ML,2016-08-24T11:31:53.310000Z,42.746,13.194
1388,3,ML,2016-08-24T10:32:42.710000Z,42.605,13.245
1389,3.1,ML,2016-08-24T10:24:52.840000Z,42.609,13.29
1390,3.1,ML,2016-08-24T10:15:10.780000Z,42.718,13.212
1391,3,ML,2016-08-24T10:09:26.530000Z,42.677,13.288
1392,3,ML,2016-08-24T10:06:51.020000Z,42.816,13.187
1393,3.1,ML,2016-08-24T09:43:47.800000Z,42.664,13.293
1394,3.2,ML,2016-08-24T09:02:58.900000Z,42.816,13.193
1395,3,ML,2016-08-24T08:56:38.180000Z,42.781,13.154
1396,3,ML,2016-08-24T08:02:55.120000Z,42.797,13.235
1397,3.3,ML,2016-08-24T07:53:01.400000Z,42.807,13.168
1398,3.2,ML,2016-08-24T07:25:02.790000Z,42.712,13.221
1399,3.3,ML,2016-08-24T07:23:28.240000Z,42.718,13.187
1400,3.1,ML,2016-08-24T07:10:03.660000Z,42.776,13.152
1401,3.2,ML,2016-08-24T06:27:00.360000Z,42.805,13.167
1402,3,ML,2016-08-24T06:11:34.670000Z,42.7,13.189
1403,3,ML,2016-08-24T05:37:45.900000Z,42.606,13.286
1404,3.2,ML,2016-08-24T05:24:00.040000Z,42.76,13.237
1405,3.1,ML,2016-08-24T04:55:19.030000Z,42.6,13.283
1406,3,ML,2016-08-24T04:52:45.340000Z,42.726,13.176
1407,3.2,ML,2016-08-24T04:46:09.390000Z,42.783,13.164
1408,3.1,ML,2016-08-24T04:30:53.980000Z,42.642,13.219
1409,3.1,ML,2016-08-24T04:28:54.100000Z,42.81,13.14
1410,3.2,ML,2016-08-24T04:27:42.080000Z,42.822,13.17
1411,3.5,ML,2016-08-24T04:26:47.780000Z,42.77,13.167
1412,3.2,ML,2016-08-24T04:00:51.150000Z,42.737,13.231
1413,3,ML,2016-08-24T03:55:38.330000Z,42.731,13.185
1414,3.1,ML,2016-08-24T03:53:55.540000Z,42.663,13.277
1415,3.1,ML,2016-08-24T03:52:34.740000Z,42.7,13.203
1416,3,ML,2016-08-24T03:51:09.800000Z,42.814,13.161
1417,3.1,ML,2016-08-24T03:39:24.840000Z,42.617,13.257
1418,3.1,ML,2016-08-24T03:22:38.270000Z,42.772,13.198
1419,3,ML,2016-08-24T03:21:58.330000Z,42.727,13.236
1420,3.7,ML,2016-08-24T03:19:03.620000Z,42.786,13.223
1421,3.5,ML,2016-08-24T03:16:30.160000Z,42.722,13.161
1422,3.3,ML,2016-08-24T03:13:10.400000Z,42.706,13.241
1423,3.4,ML,2016-08-24T03:11:47.480000Z,42.643,13.23
1424,3.3,ML,2016-08-24T02:59:17.770000Z,42.813,13.157
1425,3.2,ML,2016-08-24T02:57:52.790000Z,42.805,13.173
1426,3.6,ML,2016-08-24T02:55:39.900000Z,42.646,13.309
1427,3,ML,2016-08-24T02:54:28.130000Z,42.799,13.216
1428,3.7,ML,2016-08-24T02:51:26.340000Z,42.775,13.225
1429,3.1,ML,2016-08-24T02:48:52.970000Z,42.811,13.154
1430,3.4,ML,2016-08-24T02:46:26.340000Z,42.721,13.203
1431,3.3,ML,2016-08-24T02:46:10.370000Z,42.745,13.186
1432,3.1,ML,2016-08-24T02:38:02.490000Z,42.765,13.173
1433,3.1,ML,2016-08-24T02:31:39.120000Z,42.803,13.231
1434,3.3,ML,2016-08-24T02:30:50.090000Z,42.832,13.144
1435,3.2,ML,2016-08-24T02:28:58.280000Z,42.62,13.266
1436,3.1,ML,2016-08-24T02:28:02.220000Z,42.798,13.161
1437,3,ML,2016-08-24T02:27:51.440000Z,42.795,13.226
1438,3.2,ML,2016-08-24T02:24:43.290000Z,42.615,13.267
1439,3.3,ML,2016-08-24T02:23:40.540000Z,42.827,13.244
1440,3.2,ML,2016-08-24T02:23:16.950000Z,42.75,13.246
1441,3.8,ML,2016-08-24T02:19:43.960000Z,42.64,13.236
1442,3.7,ML,2016-08-24T02:15:15.420000Z,42.8,13.166
1443,3.8,ML,2016-08-24T02:13:57.320000Z,42.768,13.154
1444,3.5,ML,2016-08-24T02:12:12.210000Z,42.807,13.149
1445,3,ML,2016-08-24T02:11:17.730000Z,42.274,13.391
1446,3.6,ML,2016-08-24T02:10:56.030000Z,42.756,13.193
1447,3.2,ML,2016-08-24T02:08:04.800000Z,42.792,13.144
1448,3.8,ML,2016-08-24T02:07:30.340000Z,42.663,13.296
1449,3.9,ML,2016-08-24T02:05:55.860000Z,42.616,13.281
1450,3.1,ML,2016-08-24T02:04:18.860000Z,42.789,13.123
1451,3.9,ML,2016-08-24T02:01:08.120000Z,42.799,13.241
1452,3.2,ML,2016-08-24T01:57:23.090000Z,42.717,13.221
1453,3.5,ML,2016-08-24T01:55:44.630000Z,42.722,13.25
1454,3,ML,2016-08-24T01:55:20.400000Z,42.789,13.145
1455,3.1,ML,2016-08-24T01:52:43.210000Z,42.638,13.231
1456,3.3,ML,2016-08-24T01:47:51.540000Z,42.667,13.324
1457,3.7,ML,2016-08-24T01:46:12.240000Z,42.764,13.178
1458,3.2,ML,2016-08-24T01:44:56.400000Z,42.628,13.265
1459,3.4,ML,2016-08-24T01:43:58.700000Z,42.73,13.214
1460,3.6,ML,2016-08-24T01:42:07.170000Z,42.78,13.158
1461,3.9,ML,2016-08-24T01:41:38.900000Z,42.78,13.168
1462,3.2,ML,2016-08-24T01:40:46.590000Z,42.765,13.172
1463,4.5,ML,2016-08-24T01:37:26.580000Z,42.712,13.253
1464,3.3,ML,2016-08-19T06:42:14.700000Z,38.533,12.249
1465,3.5,ML,2016-08-17T12:26:44.270000Z,40.542,19.649
1466,3.5,ML,2016-08-17T10:52:05.200000Z,36.079,14.87
1467,3.3,ML,2016-08-14T05:58:26.120000Z,38.926,15.14
1468,3,ML,2016-08-11T05:42:25.900000Z,38.571,16.076
1469,3,ML,2016-08-07T00:43:39.140000Z,39.822,15.238
1470,3.6,ML,2016-08-04T10:14:17.530000Z,38.79,14.652
1471,3.5,ML,2016-07-28T13:27:43.460000Z,42.298,15.879
1472,3.2,ML,2016-07-22T03:57:29.030000Z,38.803,14.842
1473,3.3,ML,2016-07-21T04:45:51.950000Z,38.297,15.211
1474,3.1,ML,2016-07-17T23:22:36.460000Z,38.438,13.664
1475,3,ML,2016-07-10T00:37:06.820000Z,41.101,15.222
1476,3.9,ML,2016-07-05T05:54:37.730000Z,37.497,17.055
1477,3.5,ML,2016-07-04T11:37:22.790000Z,44.929,11.29
1478,3.3,ML,2016-07-04T10:22:02.940000Z,38.87,15.444
1479,3,ML,2016-07-03T15:44:44.140000Z,41.861,14.113
1480,3.1,ML,2016-07-02T08:04:39.220000Z,37.183,19.165
1481,3.4,ML,2016-06-29T17:39:46.600000Z,38.938,15.381
1482,3.1,ML,2016-06-27T21:00:49.770000Z,38.985,15.288
1483,3.2,ML,2016-06-26T04:27:37.570000Z,37.332,11.694
1484,3,ML,2016-06-24T01:21:41.070000Z,38.694,14.221
1485,3.1,ML,2016-06-21T16:02:31.160000Z,38.428,16.057
1486,3,ML,2016-06-21T05:15:15.000000Z,38.756,14.544
1487,3.1,ML,2016-06-12T07:42:26.390000Z,44.531,10.202
1488,3.5,ML,2016-06-11T03:23:39.570000Z,38.733,15.366
1489,3.2,ML,2016-06-09T12:01:07.130000Z,43.419,10.783
1490,3.5,ML,2016-06-07T21:40:36.120000Z,39.392,14.642
1491,4,ML,2016-06-03T09:59:50.710000Z,36.166,13.026
1492,3.7,ML,2016-06-02T04:40:35.410000Z,38.507,15.43
1493,3.2,ML,2016-06-02T03:27:00.870000Z,42.692,11.964
1494,3,ML,2016-05-31T20:31:30.520000Z,42.694,11.963
1495,3.4,ML,2016-05-31T09:22:31.470000Z,42.734,11.859
1496,3.1,ML,2016-05-28T03:31:40.590000Z,44.92,11.291
1497,3.5,ML,2016-05-24T17:36:35.210000Z,37.571,19.617
1498,3,ML,2016-05-21T15:53:05.850000Z,37.803,14.145
1499,3.3,ML,2016-05-21T14:27:43.400000Z,37.801,14.145
1500,3.1,ML,2016-05-18T09:40:49.450000Z,44.187,10.193
1501,3.1,ML,2016-05-10T23:38:47.250000Z,38.636,15.301
1502,3,ML,2016-05-09T01:54:20.120000Z,36.114,12.736
1503,3.7,ML,2016-05-08T01:45:30.210000Z,44.917,15.379
1504,3.5,ML,2016-05-07T09:55:32.870000Z,37.12,14.754
1505,3.1,ML,2016-05-07T04:29:12.460000Z,43.037,16.709
1506,3.1,ML,2016-05-04T08:17:48.300000Z,44.366,10.816
1507,3,ML,2016-05-02T22:40:59.510000Z,38.469,13.993
1508,3.5,ML,2016-04-25T07:47:50.900000Z,44.056,11.385
1509,3.1,ML,2016-04-15T19:37:16.930000Z,38.768,15.038
1510,3,ML,2016-04-09T04:55:21.660000Z,35.398,13.181
1511,3.2,ML,2016-04-07T18:25:56.740000Z,44.645,12.067
1512,3,ML,2016-04-04T20:46:21.610000Z,44.27,12.267
1513,3.3,ML,2016-04-04T18:53:04.360000Z,39.102,15.536
1514,3.1,ML,2016-04-04T17:36:27.200000Z,41.543,14.627
1515,3.1,ML,2016-03-30T11:16:37.560000Z,37.569,15.363
1516,3.9,ML,2016-03-16T04:22:35.200000Z,40.585,19.27
1517,3.4,ML,2016-03-14T22:30:38.560000Z,35.093,11.982
1518,3.1,ML,2016-03-11T02:53:47.500000Z,35.928,12.922
1519,3,ML,2016-03-08T10:03:56.370000Z,41.096,15.236
1520,3.6,ML,2016-03-07T21:25:17.040000Z,37.62,15.845
1521,3.7,ML,2016-03-03T05:01:17.380000Z,41.69,14.846
1522,3.1,ML,2016-03-01T17:27:53.640000Z,38.553,14.594
1523,3.2,ML,2016-03-01T16:47:49.740000Z,38.562,14.58
1524,3.1,ML,2016-03-01T06:41:18.220000Z,38.554,14.578
1525,3.1,ML,2016-03-01T06:10:52.860000Z,38.545,14.572
1526,3.1,ML,2016-03-01T04:06:08.970000Z,38.541,14.577
1527,3,ML,2016-02-25T20:55:14.000000Z,44.962,11.171
1528,3.1,ML,2016-02-24T03:10:51.400000Z,38.775,14.977
1529,3,ML,2016-02-15T16:18:31.610000Z,38.627,14.999
1530,3.2,ML,2016-02-13T16:26:04.660000Z,38.762,13.945
1531,3.3,ML,2016-02-11T01:38:50.900000Z,37.808,15.38
1532,3.7,ML,2016-02-08T17:57:38.070000Z,36.984,14.843
1533,3.2,ML,2016-02-03T22:41:02.470000Z,42.262,13.587
1534,3.2,ML,2016-01-30T11:52:55.000000Z,36.541,11.934
1535,3.4,ML,2016-01-20T03:57:57.540000Z,36.476,12.708
1536,3.2,ML,2016-01-19T10:54:06.380000Z,36.527,12.786
1537,3.3,ML,2016-01-19T08:53:34.380000Z,36.47,11.966
1538,3.3,ML,2016-01-18T10:37:16.630000Z,42.498,13.329
1539,3.3,ML,2016-01-17T18:53:04.900000Z,41.508,14.602
1540,3.9,ML,2016-01-17T16:36:05.200000Z,36.481,12.708
1541,3.2,ML,2016-01-17T00:28:36.280000Z,41.524,14.607
1542,3.4,ML,2016-01-16T20:00:45.850000Z,41.523,14.599
1543,3.4,ML,2016-01-16T05:58:53.870000Z,36.697,12.691
1544,4.1,ML,2016-01-13T17:01:29.180000Z,36.07,14.791
1545,3.4,ML,2016-01-10T14:11:11.170000Z,36.407,12.035
1546,3.4,ML,2016-01-10T12:14:46.600000Z,36.453,11.947
1547,3.7,ML,2016-01-10T07:43:38.700000Z,36.474,11.804
1548,3.5,ML,2016-01-10T07:33:25.520000Z,36.459,11.889
1549,3,ML,2016-01-09T10:28:56.760000Z,40.525,15.617
1550,4.1,ML,2016-01-06T18:44:44.250000Z,39.84,15.597
1551,3,ML,2016-01-06T15:20:20.910000Z,43.989,11.906
1552,3.1,ML,2016-01-05T14:02:42.300000Z,38.602,15.688
1553,4.2,ML,2016-01-02T12:36:26.210000Z,36.464,11.984
1554,3,ML,2015-12-28T21:09:41.540000Z,42.291,12.804
1555,3.4,ML,2015-12-26T00:03:14.200000Z,38.496,13.715
1556,3.1,ML,2015-12-22T00:40:25.490000Z,37.775,15.443
1557,3.2,ML,2015-12-20T11:15:16.530000Z,38.324,13.523
1558,3,ML,2015-12-15T15:38:58.180000Z,40.659,15.479
1559,3,ML,2015-12-15T13:10:29.390000Z,35.139,15.773
1560,3.5,ML,2015-12-12T18:15:13.510000Z,37.432,16.3
1561,3.1,ML,2015-12-08T10:53:55.420000Z,37.793,15.098
1562,3.4,ML,2015-12-08T09:28:30.890000Z,37.789,15.09
1563,3.5,ML,2015-12-06T17:38:49.920000Z,42.375,15.217
1564,3,ML,2015-12-06T10:08:45.850000Z,42.427,15.23
1565,3.4,ML,2015-12-06T05:30:40.130000Z,42.398,15.227
1566,3.9,ML,2015-12-06T05:28:15.020000Z,42.349,15.143
1567,3.7,ML,2015-12-06T03:32:51.670000Z,42.393,15.252
1568,3.9,ML,2015-12-06T03:21:41.830000Z,42.409,15.257
1569,3.1,ML,2015-12-03T04:30:51.950000Z,39.163,15.681
1570,3,ML,2015-12-03T01:06:10.850000Z,38.38,15.232
1571,3.4,ML,2015-11-26T15:35:53.580000Z,39.141,15.414
1572,3,ML,2015-11-24T23:33:12.180000Z,38.705,15.617
1573,3.2,ML,2015-11-24T11:44:05.840000Z,38.863,15.739
1574,3.1,ML,2015-11-24T03:07:45.260000Z,36.695,16.231
1575,3.1,ML,2015-11-19T09:43:37.440000Z,37.724,13.892
1576,3,ML,2015-11-13T20:24:54.500000Z,38.803,14.967
1577,3.4,ML,2015-11-12T15:43:41.690000Z,42.154,16.796
1578,3.5,ML,2015-11-11T18:13:37.640000Z,43.911,12.534
1579,3.1,ML,2015-11-10T17:50:58.380000Z,39.903,18.538
1580,3.5,ML,2015-11-07T22:36:04.530000Z,37.255,15.884
1581,3.1,ML,2015-11-03T08:22:57.860000Z,41.825,15.196
1582,3.2,ML,2015-11-02T02:48:03.210000Z,37.146,11.895
1583,3.5,ML,2015-10-20T10:35:50.620000Z,44.897,11.108
1584,4.2,ML,2015-10-14T10:20:51.200000Z,38.816,14.833
1585,3.1,ML,2015-10-13T02:25:20.420000Z,38.166,15.233
1586,3,ML,2015-10-09T00:35:29.160000Z,37.713,15.166
1587,3.1,ML,2015-10-03T16:04:23.740000Z,39.252,16.267
1588,3,ML,2015-10-01T05:55:18.690000Z,38.538,15.486
1589,3.2,ML,2015-09-25T07:34:08.770000Z,38.79,14.955
1590,3,ML,2015-09-21T14:57:51.400000Z,43.582,13.787
1591,3.8,ML,2015-09-20T22:27:58.500000Z,37.156,15.614
1592,3.2,ML,2015-09-20T14:32:47.760000Z,44.165,10.87
1593,3.4,ML,2015-09-20T01:56:07.660000Z,39.063,15.444
1594,3.8,ML,2015-09-13T01:04:34.970000Z,43.605,11.23
1595,3.2,ML,2015-09-04T10:46:16.000000Z,41.94,19.28
1596,3.1,ML,2015-08-31T00:05:40.440000Z,38.684,14.982
1597,3.9,ML,2015-08-29T20:25:12.850000Z,38.541,12.12
1598,3.1,ML,2015-08-28T13:57:05.290000Z,44.284,12.898
1599,3.1,ML,2015-08-26T04:28:36.000000Z,38.789,16.905
