,Magnitude,Scale,Time,Latitude,Longitude
404,3.1,ML,2017-04-26T16:46:05.920000Z,44.828,11.423
405,3,ML,2017-04-24T00:21:53.160000Z,38.648,14.398
406,3.1,ML,2017-04-23T23:42:15.390000Z,39.215,15.723
407,3.1,ML,2017-04-22T22:35:09.710000Z,42.797,13.116
408,3.4,ML,2017-04-20T11:26:01.950000Z,38.533,14.323
409,3.1,ML,2017-04-20T11:08:52.980000Z,38.538,14.298
410,3.2,ML,2017-04-20T09:48:07.930000Z,42.939,13.097
411,3,ML,2017-04-20T04:15:32.550000Z,42.774,13.066
412,3.1,ML,2017-04-12T01:37:21.430000Z,43.01,13.106
413,3,ML,2017-04-11T17:00:36.150000Z,43.021,13.118
414,3.1,ML,2017-04-11T15:02:45.000000Z,43.014,13.136
415,3.3,ML,2017-04-11T09:43:57.650000Z,43.016,13.125
416,3,ML,2017-04-10T16:43:06.940000Z,43.013,13.126
417,3.2,ML,2017-04-09T20:31:49.780000Z,43.013,13.122
418,3,ML,2017-04-08T23:14:49.960000Z,42.465,13.266
419,3.1,ML,2017-04-06T08:01:39.050000Z,42.959,13.052
420,3,ML,2017-04-06T03:30:47.030000Z,43.001,12.991
421,3.1,ML,2017-04-05T19:17:28.220000Z,39.458,16.27
422,3,ML,2017-03-27T09:36:20.350000Z,41.502,14.997
423,3.1,ML,2017-03-27T02:08:17.150000Z,42.612,13.326
424,3.1,ML,2017-03-26T06:21:29.880000Z,38.725,12.967
425,3.4,ML,2017-03-26T06:11:33.080000Z,38.693,12.998
426,3.1,ML,2017-03-24T05:45:28.810000Z,38.54,13.325
427,3.1,ML,2017-03-23T00:08:26.590000Z,40.606,15.728
428,3.2,ML,2017-03-20T21:34:50.600000Z,36.22,16.773
429,3,ML,2017-03-16T04:58:27.620000Z,42.904,13.1
430,3.2,ML,2017-03-15T08:03:17.420000Z,42.988,13.036
431,3.2,ML,2017-03-14T17:15:17.530000Z,42.367,13.342
432,3.5,ML,2017-03-14T15:57:13.100000Z,42.915,13.148
433,3,ML,2017-03-13T01:32:44.030000Z,42.779,12.745
434,3.4,ML,2017-03-11T12:35:32.180000Z,39.782,15.889
435,3.6,ML,2017-03-10T13:37:54.770000Z,39.029,15.441
436,3.3,ML,2017-03-09T17:21:18.770000Z,39.017,15.469
437,3.5,ML,2017-03-09T03:50:20.710000Z,39.03,15.454
438,3,ML,2017-03-08T22:56:53.510000Z,42.501,13.316
439,3,ML,2017-03-06T17:36:33.640000Z,42.646,13.229
440,3.4,ML,2017-03-05T05:14:52.210000Z,43.126,14.084
441,3.2,ML,2017-03-03T18:34:04.680000Z,42.876,13.123
442,3,ML,2017-03-01T12:56:12.080000Z,38.536,14.446
443,3.1,ML,2017-02-27T23:09:40.030000Z,42.625,13.311
444,3.4,ML,2017-02-27T06:21:33.350000Z,38.41,14.794
445,3.2,ML,2017-02-26T17:04:02.530000Z,42.92,13.148
446,3,ML,2017-02-25T02:35:14.250000Z,43.187,11.04
447,3.1,ML,2017-02-24T14:21:35.330000Z,38.925,15.784
448,3.5,ML,2017-02-22T04:30:16.310000Z,42.608,13.225
449,3,ML,2017-02-21T17:45:38.960000Z,42.804,13.134
450,3.2,ML,2017-02-21T09:29:30.190000Z,42.608,13.228
451,3,ML,2017-02-20T14:46:56.070000Z,38.704,15.913
452,3,ML,2017-02-19T10:32:57.480000Z,42.577,13.265
453,3.2,ML,2017-02-18T12:15:26.070000Z,43.01,13.034
454,3.1,ML,2017-02-18T01:16:30.630000Z,42.514,13.281
455,3,ML,2017-02-16T14:11:50.730000Z,42.798,13.071
456,3.2,ML,2017-02-16T12:20:04.160000Z,37.724,15.638
457,3.1,ML,2017-02-15T06:28:12.760000Z,42.869,13.132
458,3,ML,2017-02-13T09:27:24.410000Z,41.397,15.743
459,3.1,ML,2017-02-12T16:41:21.100000Z,43.011,13.036
460,3.6,ML,2017-02-12T13:55:21.010000Z,43.008,13.036
461,3.1,ML,2017-02-10T08:16:18.060000Z,42.742,13.276
462,3,ML,2017-02-09T17:17:07.740000Z,42.518,13.266
463,3,ML,2017-02-07T08:22:00.760000Z,42.554,13.323
464,3.4,ML,2017-02-06T18:12:21.840000Z,42.742,13.176
465,3.5,ML,2017-02-03T23:08:05.750000Z,41.016,12.625
466,3.3,ML,2017-02-03T16:08:25.740000Z,42.978,13.032
467,3.3,ML,2017-02-03T04:19:28.090000Z,42.991,13.025
468,3,ML,2017-02-03T03:54:25.500000Z,42.992,13.02
469,3.1,ML,2017-02-03T02:26:30.080000Z,38.531,11.665
470,3.5,ML,2017-02-01T14:49:23.360000Z,37.047,17.266
471,3,ML,2017-01-30T12:44:24.730000Z,42.626,13.296
472,3,ML,2017-01-30T10:27:04.960000Z,37.666,14.994
473,3.3,ML,2017-01-30T09:59:48.530000Z,37.669,14.982
474,3,ML,2017-01-30T09:54:47.220000Z,37.663,14.996
475,3.6,ML,2017-01-30T09:51:07.700000Z,37.674,14.989
476,3.4,ML,2017-01-30T09:44:56.410000Z,37.667,14.981
477,3.3,ML,2017-01-30T08:51:51.640000Z,37.666,15.001
478,3.4,ML,2017-01-30T08:15:33.240000Z,37.67,14.993
479,3.5,ML,2017-01-29T11:20:24.320000Z,37.815,14.084
480,3,ML,2017-01-28T02:26:59.040000Z,42.544,13.325
481,3.3,ML,2017-01-27T06:00:05.250000Z,42.608,13.301
482,3,ML,2017-01-26T13:38:59.080000Z,42.518,13.34
483,3,ML,2017-01-26T05:28:02.670000Z,42.602,13.227
484,3.3,ML,2017-01-26T04:05:12.700000Z,37.239,15.96
485,3.2,ML,2017-01-26T01:35:11.720000Z,42.599,13.303
486,3.1,ML,2017-01-25T22:20:13.680000Z,42.35,15.201
487,3.1,ML,2017-01-25T12:56:28.170000Z,42.73,13.282
488,3,ML,2017-01-23T03:33:05.430000Z,42.49,13.382
489,3,ML,2017-01-22T06:25:06.700000Z,42.53,13.312
490,3,ML,2017-01-22T04:40:31.620000Z,42.594,13.228
491,3,ML,2017-01-22T02:25:12.420000Z,42.473,13.299
492,3.4,ML,2017-01-22T00:39:43.440000Z,42.476,13.249
493,3.1,ML,2017-01-21T20:45:07.560000Z,42.604,13.277
494,3.2,ML,2017-01-21T11:05:43.990000Z,39.542,15.682
495,3.5,ML,2017-01-21T10:59:28.160000Z,42.458,13.286
496,3,ML,2017-01-21T09:24:02.310000Z,42.628,13.245
497,3.1,ML,2017-01-21T06:17:34.410000Z,42.866,13.207
498,3.4,ML,2017-01-20T09:30:59.480000Z,38.407,14.89
499,3,ML,2017-01-20T08:46:58.780000Z,42.591,13.307
500,3.1,ML,2017-01-20T00:09:16.430000Z,42.534,13.3
501,3,ML,2017-01-19T19:02:30.830000Z,41.508,14.621
502,3.3,ML,2017-01-19T14:42:00.590000Z,42.591,13.295
503,3.1,ML,2017-01-19T10:46:19.900000Z,42.581,13.301
504,3,ML,2017-01-19T08:29:46.120000Z,37.829,15.113
505,3.1,ML,2017-01-19T04:46:28.000000Z,42.585,13.292
506,3.5,ML,2017-01-19T01:53:07.410000Z,42.597,13.305
507,3,ML,2017-01-18T23:56:06.360000Z,42.574,13.317
508,3.1,ML,2017-01-18T22:44:35.910000Z,42.64,13.281
509,3.2,ML,2017-01-18T21:31:57.430000Z,42.489,13.309
510,3,ML,2017-01-18T20:23:57.020000Z,42.506,13.304
511,3.2,ML,2017-01-18T18:42:34.320000Z,42.61,13.329
512,3.3,ML,2017-01-18T18:03:47.550000Z,42.591,13.311
513,3.2,ML,2017-01-18T17:45:49.350000Z,42.584,13.315
514,3.3,ML,2017-01-18T17:27:45.000000Z,42.571,13.343
515,3.7,ML,2017-01-18T17:09:02.870000Z,42.596,13.251
516,3,ML,2017-01-18T15:43:03.380000Z,42.494,13.294
517,3.6,ML,2017-01-18T15:11:38.870000Z,42.489,13.301
518,3.5,ML,2017-01-18T14:52:26.830000Z,42.533,13.267
519,3.2,ML,2017-01-18T14:48:11.860000Z,42.61,13.314
520,3.6,ML,2017-01-18T14:37:49.740000Z,42.497,13.369
521,3.2,ML,2017-01-18T14:12:43.320000Z,42.525,13.277
522,3.8,ML,2017-01-18T14:01:09.070000Z,42.61,13.309
523,3.1,ML,2017-01-18T14:00:11.350000Z,42.503,13.295
524,3.5,ML,2017-01-18T13:56:32.270000Z,42.531,13.277
525,3,ML,2017-01-18T13:56:16.540000Z,42.471,13.257
526,3,ML,2017-01-18T13:43:38.500000Z,42.48,13.26
527,3.3,ML,2017-01-18T13:39:47.980000Z,42.558,13.29
528,3.1,ML,2017-01-18T13:38:22.410000Z,42.51,13.272
529,3.1,ML,2017-01-18T13:37:45.910000Z,42.491,13.298
530,3.2,ML,2017-01-18T13:35:59.190000Z,42.505,13.291
531,3.6,ML,2017-01-18T13:35:21.680000Z,42.526,13.279
532,3,ML,2017-01-18T13:30:33.480000Z,42.51,13.312
533,3.1,ML,2017-01-18T13:28:31.660000Z,42.59,13.285
534,3.1,ML,2017-01-18T12:32:30.410000Z,42.522,13.29
535,3.5,ML,2017-01-18T12:30:49.240000Z,42.505,13.272
536,3.4,ML,2017-01-18T12:14:49.280000Z,42.545,13.274
537,3.2,ML,2017-01-18T12:02:25.600000Z,42.554,13.291
538,3.3,ML,2017-01-18T12:01:17.600000Z,42.529,13.262
539,3,ML,2017-01-18T11:56:58.930000Z,42.529,13.273
540,3.3,ML,2017-01-18T11:34:29.250000Z,42.498,13.286
541,3.2,ML,2017-01-18T11:12:40.780000Z,42.589,13.247
542,3.1,ML,2017-01-18T11:08:43.610000Z,42.487,13.267
543,3.4,ML,2017-01-18T11:04:43.410000Z,42.526,13.268
544,3.1,ML,2017-01-18T11:02:21.690000Z,42.519,13.282
545,3.5,ML,2017-01-18T11:00:53.760000Z,42.507,13.342
546,3,ML,2017-01-18T10:59:03.640000Z,42.53,13.271
547,3.3,ML,2017-01-18T10:57:05.610000Z,42.48,13.289
548,3.2,ML,2017-01-18T10:53:47.600000Z,42.508,13.275
549,3.5,ML,2017-01-18T10:51:16.050000Z,42.488,13.275
550,3.1,ML,2017-01-18T10:50:10.880000Z,42.546,13.316
551,3,ML,2017-01-18T10:43:47.570000Z,42.501,13.289
552,3.1,ML,2017-01-18T10:42:11.820000Z,42.575,13.254
553,3.8,ML,2017-01-18T10:41:42.540000Z,42.482,13.277
554,3.3,ML,2017-01-18T10:40:22.170000Z,42.518,13.288
555,4.1,ML,2017-01-18T10:39:24.700000Z,42.533,13.271
556,3.7,ML,2017-01-18T10:37:46.150000Z,42.507,13.265
557,3.4,ML,2017-01-18T10:36:32.870000Z,42.526,13.275
558,3.1,ML,2017-01-18T10:35:39.300000Z,42.533,13.285
559,3.2,ML,2017-01-18T10:34:09.980000Z,42.577,13.253
560,3,ML,2017-01-18T10:33:37.590000Z,42.522,13.287
561,3.4,ML,2017-01-18T10:32:07.580000Z,42.511,13.246
562,3.2,ML,2017-01-18T10:31:20.960000Z,42.525,13.292
563,3.8,ML,2017-01-18T10:30:33.510000Z,42.535,13.249
564,3.6,ML,2017-01-18T10:29:38.140000Z,42.503,13.288
565,4,ML,2017-01-18T10:24:14.200000Z,42.581,13.311
566,3.2,ML,2017-01-18T10:22:30.760000Z,42.517,13.301
567,3.3,ML,2017-01-18T10:19:46.180000Z,42.545,13.279
568,3.1,ML,2017-01-18T10:19:21.170000Z,42.536,13.281
569,3.1,ML,2017-01-18T10:18:32.760000Z,42.535,13.283
570,4.6,ML,2017-01-18T10:16:39.600000Z,42.538,13.268
571,4.7,ML,2017-01-18T10:15:33.400000Z,42.528,13.285
572,3.2,ML,2017-01-18T09:52:11.860000Z,42.91,13.121
573,3.2,ML,2017-01-18T09:30:22.660000Z,42.567,13.285
574,3,ML,2017-01-18T09:27:38.760000Z,42.566,13.306
575,3,ML,2017-01-17T22:50:09.290000Z,38.52,14.72
576,3.4,ML,2017-01-17T21:20:37.480000Z,38.062,14.723
577,3,ML,2017-01-14T04:03:23.310000Z,43.004,13.14
578,3.3,ML,2017-01-12T17:14:23.380000Z,43.079,13.071
579,3.1,ML,2017-01-12T00:32:05.750000Z,41.503,14.621
580,3.2,ML,2017-01-11T23:15:48.330000Z,42.911,13.164
581,3.3,ML,2017-01-11T11:09:32.930000Z,35.305,16.069
582,3.1,ML,2017-01-10T20:17:47.370000Z,43.018,13.125
583,3,ML,2017-01-09T11:08:00.160000Z,41.506,14.611
584,3.4,ML,2017-01-08T23:48:49.630000Z,42.425,13.292
585,3.1,ML,2017-01-08T13:48:50.650000Z,43.299,12.823
586,3,ML,2017-01-08T12:56:10.700000Z,42.425,13.278
587,3,ML,2017-01-06T06:20:02.790000Z,42.559,13.291
588,3,ML,2017-01-05T22:13:27.790000Z,43.057,13.058
589,3.4,ML,2017-01-05T19:52:59.310000Z,42.431,13.272
590,3.1,ML,2017-01-05T18:38:32.670000Z,42.722,13.195
591,3.3,ML,2017-01-05T11:34:18.300000Z,42.963,13.07
592,3.1,ML,2017-01-04T16:59:50.590000Z,43.024,13.06
593,3,ML,2017-01-02T15:21:30.060000Z,42.561,13.233
594,3.3,ML,2016-12-29T10:04:59.830000Z,38.182,15.727
595,3,ML,2016-12-29T00:35:53.660000Z,36.295,13.744
596,3.1,ML,2016-12-27T19:10:18.660000Z,43.074,13.058
597,3.5,ML,2016-12-26T19:56:44.450000Z,42.929,13.204
598,3.2,ML,2016-12-26T13:44:03.580000Z,42.969,13.141
599,3,ML,2016-12-25T16:35:56.830000Z,42.564,13.278
600,3.1,ML,2016-12-25T14:38:56.810000Z,42.561,13.274
601,3.2,ML,2016-12-25T08:49:26.820000Z,42.99,13.079
602,3.1,ML,2016-12-24T18:03:38.460000Z,42.563,13.267
603,4.2,ML,2016-12-23T23:39:22.570000Z,42.479,18.536
604,3,ML,2016-12-23T17:41:34.890000Z,42.552,13.278
605,3.3,ML,2016-12-21T16:51:33.440000Z,42.824,13.009
606,3,ML,2016-12-20T23:33:29.670000Z,42.757,13.24
607,3,ML,2016-12-20T23:26:08.980000Z,42.834,13.172
608,3.2,ML,2016-12-20T10:26:44.980000Z,42.81,13.169
609,3.3,ML,2016-12-19T10:40:54.320000Z,42.781,13.144
610,3.1,ML,2016-12-19T10:02:51.730000Z,42.781,13.145
611,3,ML,2016-12-18T21:35:10.890000Z,42.928,13.175
612,3.1,ML,2016-12-18T18:16:58.780000Z,42.924,13.204
613,3.4,ML,2016-12-17T23:54:11.860000Z,42.926,13.161
614,3.4,ML,2016-12-17T01:33:57.550000Z,42.986,13.075
615,3.2,ML,2016-12-16T12:03:46.110000Z,42.896,13.175
616,3.1,ML,2016-12-15T15:16:30.000000Z,42.931,13.161
617,3.2,ML,2016-12-15T00:31:02.270000Z,42.561,13.274
618,3.3,ML,2016-12-14T16:08:56.840000Z,43.016,13.068
619,3.7,ML,2016-12-14T13:40:32.760000Z,43.018,13.07
620,3.4,ML,2016-12-14T13:37:32.060000Z,43.016,13.067
621,3.8,ML,2016-12-14T03:54:00.240000Z,42.641,13.323
622,3.5,ML,2016-12-13T21:47:59.820000Z,42.986,13.079
623,3.4,ML,2016-12-12T17:09:41.430000Z,42.743,13.04
624,3.1,ML,2016-12-11T22:12:24.910000Z,38.059,14.725
625,4.3,ML,2016-12-11T12:54:52.970000Z,42.905,13.117
626,3.2,ML,2016-12-10T08:35:39.070000Z,43.007,13.076
627,3,ML,2016-12-10T08:24:39.540000Z,43.017,13.066
628,3,ML,2016-12-09T20:21:01.530000Z,43.018,13.065
629,3.2,ML,2016-12-09T13:37:20.000000Z,43.014,13.064
630,4.5,ML,2016-12-09T12:56:59.780000Z,43.425,16.331
631,3.9,ML,2016-12-09T07:21:50.200000Z,44.333,10.482
632,3.4,ML,2016-12-09T07:14:29.860000Z,43.017,13.073
633,3.1,ML,2016-12-09T00:10:03.890000Z,43.015,13.064
634,3.5,ML,2016-12-08T21:21:35.020000Z,42.731,13.537
635,3.4,ML,2016-12-08T08:32:40.830000Z,42.832,13.031
636,3.1,ML,2016-12-08T02:21:32.970000Z,42.568,13.269
637,3,ML,2016-12-08T00:58:54.730000Z,43.023,13.037
638,3.2,ML,2016-12-07T14:23:38.730000Z,42.562,13.273
639,3.3,ML,2016-12-07T06:47:18.010000Z,43.172,14.777
640,3.1,ML,2016-12-07T05:57:07.570000Z,42.861,13.212
641,3,ML,2016-12-06T19:12:06.500000Z,43.045,13.094
642,3,ML,2016-12-06T15:19:41.170000Z,43.007,13.073
643,3.2,ML,2016-12-06T10:39:15.310000Z,42.827,13.006
644,3,ML,2016-12-06T06:58:27.750000Z,42.879,13.159
645,3.8,ML,2016-12-06T02:13:49.100000Z,40.551,15.824
646,3,ML,2016-12-05T10:20:19.840000Z,42.562,13.28
647,3.5,ML,2016-12-04T20:22:20.580000Z,43.041,13.098
648,3,ML,2016-12-03T22:56:05.910000Z,43.015,13.07
649,3,ML,2016-12-03T05:45:51.270000Z,38.546,14.284
650,3.8,ML,2016-12-03T04:08:36.520000Z,38.537,14.299
651,3.8,ML,2016-12-03T02:42:38.450000Z,42.985,13.078
652,3.2,ML,2016-12-03T02:06:56.240000Z,42.994,13.082
653,3.2,ML,2016-12-02T21:22:44.410000Z,38.049,14.724
654,3.1,ML,2016-12-02T15:19:42.740000Z,43.008,13.137
655,3.1,ML,2016-12-01T21:47:28.910000Z,43.037,13.071
656,3.1,ML,2016-12-01T20:07:34.020000Z,43.035,13.076
657,3.1,ML,2016-12-01T16:57:18.690000Z,43.039,13.072
658,3.2,ML,2016-11-29T09:29:00.220000Z,43.012,13.123
659,3,ML,2016-11-29T04:49:56.560000Z,43.01,13.068
660,3,ML,2016-11-29T04:25:21.110000Z,43.011,13.069
661,3.4,ML,2016-11-29T04:18:56.860000Z,43.01,13.069
662,3.6,ML,2016-11-29T03:35:34.320000Z,42.762,13.243
663,3.5,ML,2016-11-29T01:52:59.600000Z,42.812,12.762
664,3.5,ML,2016-11-28T22:28:40.840000Z,43.013,13.073
665,3.6,ML,2016-11-28T16:21:42.140000Z,43.016,13.07
666,3.2,ML,2016-11-28T07:53:36.780000Z,43.02,13.072
667,3.6,ML,2016-11-28T07:53:28.730000Z,43.012,13.069
668,3.3,ML,2016-11-28T06:35:42.960000Z,42.812,12.765
669,3.1,ML,2016-11-28T05:12:43.110000Z,42.646,13.212
670,3.3,ML,2016-11-27T20:40:18.780000Z,43.01,13.077
671,3.2,ML,2016-11-27T19:51:12.100000Z,43.012,13.072
672,3.6,ML,2016-11-27T19:34:28.540000Z,43.012,13.074
673,3.5,ML,2016-11-27T19:09:19.460000Z,43.013,13.079
674,3.3,ML,2016-11-27T16:16:39.970000Z,43.01,13.078
675,3.1,ML,2016-11-27T15:41:07.730000Z,43.007,13.077
676,3.4,ML,2016-11-27T03:57:07.390000Z,42.801,13.211
677,3.1,ML,2016-11-26T20:12:42.560000Z,42.773,13.16
678,3.2,ML,2016-11-26T04:34:37.670000Z,42.865,12.936
679,3.5,ML,2016-11-25T21:09:11.690000Z,39.13,15.539
680,3,ML,2016-11-25T13:39:13.500000Z,42.986,13.153
681,3,ML,2016-11-25T11:49:09.340000Z,43.009,13.082
682,3.8,ML,2016-11-23T21:11:17.450000Z,42.714,13.271
683,3,ML,2016-11-23T19:27:23.170000Z,42.798,12.754
684,3.3,ML,2016-11-23T07:54:45.310000Z,43.043,13.104
685,3,ML,2016-11-23T06:21:24.620000Z,43.044,13.104
686,3.3,ML,2016-11-23T01:34:14.140000Z,42.928,13.149
687,3.6,ML,2016-11-23T00:02:42.960000Z,42.831,13.117
688,3.1,ML,2016-11-22T08:45:24.830000Z,43.007,13.134
689,3,ML,2016-11-21T17:42:27.170000Z,42.975,13.079
690,3,ML,2016-11-21T12:16:00.160000Z,44.336,10.693
691,3,ML,2016-11-21T10:14:29.900000Z,43.012,13.085
692,3.2,ML,2016-11-21T03:49:04.500000Z,43.01,13.078
693,3.2,ML,2016-11-21T03:45:54.120000Z,43.025,13.073
694,3,ML,2016-11-21T03:45:50.790000Z,43.017,13.087
695,3.2,ML,2016-11-20T11:52:19.230000Z,42.942,13.157
696,3.2,ML,2016-11-20T01:41:52.490000Z,42.639,13.213
697,3.1,ML,2016-11-19T19:48:21.080000Z,42.856,13.188
698,3,ML,2016-11-19T11:37:07.120000Z,42.977,13.046
699,3.1,ML,2016-11-19T06:38:08.480000Z,41.147,15.128
700,3.3,ML,2016-11-19T01:12:38.510000Z,42.999,13.077
701,3.3,ML,2016-11-18T17:14:01.460000Z,38.168,15.85
702,3.4,ML,2016-11-17T23:16:51.300000Z,42.764,13.19
703,3,ML,2016-11-17T15:15:17.920000Z,42.908,13.091
704,3.2,ML,2016-11-17T00:13:15.880000Z,42.999,13.122
705,3,ML,2016-11-16T15:04:22.290000Z,43.032,13.105
706,3.1,ML,2016-11-16T11:59:36.810000Z,43.032,13.096
707,3,ML,2016-11-16T09:41:02.030000Z,43.031,13.106
708,3,ML,2016-11-16T01:39:14.750000Z,42.882,13.167
709,3.3,ML,2016-11-15T22:57:52.510000Z,42.751,13.213
710,3,ML,2016-11-15T21:58:10.150000Z,38.394,15.501
711,3.1,ML,2016-11-15T18:33:15.750000Z,42.975,13.158
712,3.2,ML,2016-11-15T18:30:58.170000Z,43.029,13.082
713,3,ML,2016-11-15T17:04:36.440000Z,43.031,13.079
714,3.1,ML,2016-11-15T01:38:02.280000Z,43.181,13.166
715,3,ML,2016-11-14T23:37:11.530000Z,42.709,13.13
716,3.9,ML,2016-11-14T19:49:52.120000Z,42.945,13.153
717,3.1,ML,2016-11-14T14:25:13.150000Z,42.981,13.063
718,3.1,ML,2016-11-14T05:32:42.410000Z,43.009,13.07
719,4.1,ML,2016-11-14T01:33:43.970000Z,42.859,13.156
720,3.2,ML,2016-11-13T23:01:51.950000Z,42.947,13.082
721,3.3,ML,2016-11-13T11:53:54.340000Z,42.721,13.216
722,3,ML,2016-11-13T10:18:38.000000Z,43.039,13.065
723,3.3,ML,2016-11-13T03:15:52.770000Z,42.539,13.223
724,3.1,ML,2016-11-12T23:55:36.450000Z,42.816,13.096
725,3.2,ML,2016-11-12T23:19:38.000000Z,42.817,13.094
726,3.2,ML,2016-11-12T22:51:10.570000Z,42.916,13.205
727,3.2,ML,2016-11-12T19:18:30.500000Z,43.018,13.063
728,3,ML,2016-11-12T18:32:40.490000Z,42.937,13.207
729,3.7,ML,2016-11-12T12:59:18.710000Z,42.997,13.138
730,3.8,ML,2016-11-12T12:34:11.620000Z,42.996,13.14
731,3,ML,2016-11-12T11:20:06.780000Z,42.815,12.779
732,3.2,ML,2016-11-12T09:04:07.900000Z,42.904,13.178
733,3.1,ML,2016-11-12T03:54:59.670000Z,43.006,13.072
734,3.2,ML,2016-11-11T17:53:09.660000Z,42.828,13.216
735,3,ML,2016-11-11T04:14:01.170000Z,43.038,13.102
736,3.5,ML,2016-11-11T00:36:55.990000Z,42.789,13.122
737,3.3,ML,2016-11-10T19:54:34.750000Z,42.78,13.059
738,3,ML,2016-11-10T18:05:56.830000Z,37.934,12.862
739,3.4,ML,2016-11-10T17:23:30.210000Z,42.986,13.147
740,3.3,ML,2016-11-10T16:03:14.320000Z,42.651,13.206
741,3.4,ML,2016-11-10T15:57:33.570000Z,42.976,13.052
742,3.1,ML,2016-11-10T14:43:36.180000Z,42.819,13.243
743,3.6,ML,2016-11-10T13:50:59.260000Z,42.883,13.131
744,3.1,ML,2016-11-10T01:14:34.230000Z,42.925,13.205
745,3.1,ML,2016-11-09T17:51:20.920000Z,42.704,13.184
746,3.5,ML,2016-11-09T06:29:55.740000Z,42.719,13.173
747,3.7,ML,2016-11-09T06:13:10.710000Z,42.663,13.191
748,3.2,ML,2016-11-09T03:50:51.120000Z,42.996,13.14
749,3.1,ML,2016-11-09T03:50:10.530000Z,42.991,13.148
750,3.5,ML,2016-11-09T03:15:08.360000Z,42.996,13.144
751,3.1,ML,2016-11-09T01:07:27.420000Z,42.545,13.239
752,3.2,ML,2016-11-08T20:00:56.420000Z,42.815,12.775
753,3.3,ML,2016-11-08T08:16:27.370000Z,42.825,13.048
754,3.3,ML,2016-11-08T06:00:38.020000Z,42.804,13.218
755,3,ML,2016-11-08T05:20:18.290000Z,42.901,13.184
756,3.2,ML,2016-11-07T16:58:32.520000Z,43.013,13.144
757,3.1,ML,2016-11-07T12:34:33.100000Z,42.869,13.082
758,3.2,ML,2016-11-07T07:05:57.540000Z,42.878,13.194
759,3.6,ML,2016-11-06T18:15:19.660000Z,42.798,13.173
760,3,ML,2016-11-06T18:07:29.530000Z,42.798,13.103
761,3.2,ML,2016-11-06T14:49:52.520000Z,43.014,13.041
762,3.2,ML,2016-11-06T10:24:41.220000Z,42.96,13.043
763,3.1,ML,2016-11-06T08:27:24.600000Z,42.853,13.234
764,3.3,ML,2016-11-06T04:44:25.860000Z,42.78,13.198
765,3.1,ML,2016-11-06T04:40:51.770000Z,42.792,13.133
766,3.8,ML,2016-11-06T03:19:31.530000Z,43.062,13.06
767,3,ML,2016-11-06T01:31:26.160000Z,42.767,13.193
768,3.2,ML,2016-11-05T22:32:05.310000Z,42.947,13.199
769,3,ML,2016-11-05T22:27:56.890000Z,43.042,13.098
770,3.4,ML,2016-11-05T21:29:10.690000Z,42.724,13.19
771,3,ML,2016-11-05T19:23:45.050000Z,42.947,13.208
772,3.5,ML,2016-11-05T19:11:58.980000Z,42.956,13.204
773,3.4,ML,2016-11-05T17:52:51.250000Z,42.754,13.197
774,3.4,ML,2016-11-05T14:45:20.150000Z,42.98,13.131
775,3,ML,2016-11-05T14:09:54.100000Z,42.784,13.182
776,3.2,ML,2016-11-05T11:15:26.490000Z,42.946,13.216
777,3.3,ML,2016-11-05T11:05:24.710000Z,42.94,13.212
778,3.1,ML,2016-11-05T09:45:43.330000Z,42.911,13.197
779,3,ML,2016-11-05T08:25:30.150000Z,42.674,13.179
780,3.4,ML,2016-11-05T08:17:40.920000Z,42.696,13.149
781,3,ML,2016-11-05T06:46:33.130000Z,43.063,13.065
782,3,ML,2016-11-05T03:20:56.540000Z,42.805,13.146
783,3,ML,2016-11-05T02:09:26.070000Z,42.885,13.135
784,3.1,ML,2016-11-05T00:42:06.350000Z,42.829,13.226
785,3.3,ML,2016-11-04T23:45:21.260000Z,42.792,13.133
786,3.2,ML,2016-11-04T14:31:31.410000Z,42.98,13.133
787,3.2,ML,2016-11-04T10:48:33.660000Z,42.87,13.13
788,3,ML,2016-11-04T09:58:28.890000Z,43.007,13.076
789,3,ML,2016-11-04T06:13:11.710000Z,42.786,13.14
790,3.2,ML,2016-11-04T02:08:44.100000Z,42.676,13.21
791,3.2,ML,2016-11-04T01:33:00.910000Z,42.902,13.214
792,3.2,ML,2016-11-04T00:17:32.060000Z,42.865,13.079
793,3,ML,2016-11-03T23:24:35.540000Z,42.866,13.099
794,3.1,ML,2016-11-03T21:10:24.960000Z,42.755,13.052
795,3.5,ML,2016-11-03T20:32:40.670000Z,42.798,13.112
796,3.2,ML,2016-11-03T19:16:39.920000Z,43.016,13.05
797,3.2,ML,2016-11-03T17:26:34.890000Z,43.032,13.062
798,3.5,ML,2016-11-03T14:41:29.860000Z,42.994,13.075
799,3.7,ML,2016-11-03T13:10:45.660000Z,42.688,13.17
800,3.3,ML,2016-11-03T12:22:20.080000Z,42.924,13.2
801,3.5,ML,2016-11-03T11:59:17.710000Z,42.908,13.214
802,3.4,ML,2016-11-03T07:39:07.750000Z,42.832,13.118
803,3.2,ML,2016-11-03T02:38:32.750000Z,42.968,13.141
804,3.1,ML,2016-11-03T01:46:29.160000Z,43.022,13.06
805,3.1,ML,2016-11-03T01:18:31.030000Z,42.648,13.32
806,3,ML,2016-11-02T22:57:03.140000Z,42.702,13.22
807,3,ML,2016-11-02T22:10:56.530000Z,43.034,13.055
808,3.3,ML,2016-11-02T21:57:33.890000Z,42.879,13.184
